"P1";"P2";"P3";"P4";"P5";"time"
0,652221447363832;0,522374204958741;0,258582829110338;0,682394664184957;0,191171650608785;2017-03-09 05:20:00
0,651956691359995;0,525653314117813;0,259069098245488;0,677073805210071;0,186215332852319;2017-03-09 05:40:00
0,65258207052004;0,52326658701261;0,263040629176843;0,672329371060672;0,189992597942619;2017-03-09 06:00:00
0,65971063060193;0,507661654511797;0,273541644825615;0,671938982346305;0,185568966746989;2017-03-09 06:20:00
0,645459381231999;0,525154840961704;0,264047186536171;0,661143948184392;0,189996627271077;2017-03-09 06:40:00
0,634391638044146;0,491873424957494;0,270801997134818;0,644585716421787;0,194569266439184;2017-03-09 07:00:00
0,626257556478408;0,460112611481847;0,290126000437451;0,615426894911713;0,193658535382092;2017-03-09 07:20:00
0,60883773492561;0,447271310904602;0,300307238488014;0,57121314522604;0,201981868667094;2017-03-09 07:40:00
0,609280647330288;0,396133312010989;0,351452496522063;0,525753039644191;0,194111092955394;2017-03-09 08:00:00
0,591841675895677;0,340698684798774;0,397435321105118;0,444625222751241;0,193628863177919;2017-03-09 08:20:00
0,582273146667688;0,277587875245171;0,448883925144669;0,373832376189395;0,187953870417741;2017-03-09 08:40:00
0,585883375089658;0,242468311233217;0,542026254203395;0,319061794217384;0,181764627845215;2017-03-09 09:00:00
0,600566037917471;0,216384841256832;0,614248940491205;0,278723033746158;0,185226618285259;2017-03-09 09:20:00
0,627206362304821;0,207223982842452;0,659573872751029;0,288236068295039;0,190780325215403;2017-03-09 09:40:00
0,632131521570555;0,203672736659785;0,678717148800151;0,26523591511804;0,193199790713558;2017-03-09 10:00:00
0,639346855831464;0,20647121519664;0,687528312106858;0,286114370958704;0,198186254904405;2017-03-09 10:20:00
0,634737034180859;0,210836646947022;0,684715818632957;0,261613165960628;0,200870015899805;2017-03-09 10:40:00
0,630603009361653;0,205657901045737;0,680935253281882;0,268248881117172;0,195872454000982;2017-03-09 11:00:00
0,643265941736624;0,205385569507103;0,672403809627961;0,280486388258981;0,19710659144978;2017-03-09 11:20:00
0,637754957501622;0,203088634280763;0,679352135449805;0,275768351969551;0,195931885221882;2017-03-09 11:40:00
0,634561069975201;0,202513547108963;0,661620722862279;0,279351029558611;0,190601571449138;2017-03-09 12:00:00
0,631657681890543;0,212073064726369;0,640359368656325;0,273371426914641;0,193796484226251;2017-03-09 12:20:00
0,643544103733801;0,209168074977629;0,632308762579041;0,309460107434391;0,190285677303025;2017-03-09 12:40:00
0,647133182041961;0,196146315753253;0,632563122615364;0,296931232428751;0,185141935028602;2017-03-09 13:00:00
0,646129678089796;0,205258490950083;0,641846835810676;0,292643654557172;0,179501187914134;2017-03-09 13:20:00
0,653854163128883;0,207358249950917;0,617431047225392;0,314689678797555;0,188536657762129;2017-03-09 13:40:00
0,663675044070595;0,193165422341751;0,668444540843788;0,287924720402707;0,172382988589403;2017-03-09 14:00:00
