"","number","name","address","lat","lon","nombre","effectif","eff_00","eff_01","eff_02","eff_03","eff_05","eff_06","eff_07","eff_08","eff_09","eff_10","eff_11","eff_12","eff_13","eff_14","eff_15","eff_16","eff_17","eff_18","eff_19","eff_20","eff_21","eff_22","eff_23","eff_24","eff_25","eff_26","eff_27","eff_28","eff_29","eff_30","eff_31","eff_32","eff_33","eff_35","eff_36","eff_37","eff_38","eff_39","eff_41","eff_42","eff_43","eff_45","eff_46","eff_47","eff_49","eff_50","eff_51","eff_52","eff_53","eff_55","eff_56","eff_58","eff_59","eff_60","eff_61","eff_62","eff_63","eff_64","eff_65","eff_66","eff_68","eff_69","eff_70","eff_71","eff_72","eff_73","eff_74","eff_75","eff_77","eff_78","eff_79","eff_80","eff_81","eff_82","eff_84","eff_85","eff_86","eff_87","eff_88","eff_90","eff_91","eff_92","eff_93","eff_94","eff_95","eff_96","eff_99","nb_00","nb_01","nb_02","nb_03","nb_05","nb_06","nb_07","nb_08","nb_09","nb_10","nb_11","nb_12","nb_13","nb_14","nb_15","nb_16","nb_17","nb_18","nb_19","nb_20","nb_21","nb_22","nb_23","nb_24","nb_25","nb_26","nb_27","nb_28","nb_29","nb_30","nb_31","nb_32","nb_33","nb_35","nb_36","nb_37","nb_38","nb_39","nb_41","nb_42","nb_43","nb_45","nb_46","nb_47","nb_49","nb_50","nb_51","nb_52","nb_53","nb_55","nb_56","nb_58","nb_59","nb_60","nb_61","nb_62","nb_63","nb_64","nb_65","nb_66","nb_68","nb_69","nb_70","nb_71","nb_72","nb_73","nb_74","nb_75","nb_77","nb_78","nb_79","nb_80","nb_81","nb_82","nb_84","nb_85","nb_86","nb_87","nb_88","nb_90","nb_91","nb_92","nb_93","nb_94","nb_95","nb_96","nb_99"
"131",5107,"05107 - PONTOISE","1 RUE DE PONTOISE - 75005 PARIS",48.8504580091884,2.35245427549219,468,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,0,0,0,0,0,0,81,1,0,0,0,0,2,2,0,0,26,21,4,1,1,0,6,0,4,0,3,16,33,0,0,57,0,1,0,10,10,0,1,11,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,1,0,15,39,2,0,0,1,0,3,31,1,9,0,0,8,5,9,0,1,117,6,38,3,2,1,11,0,2,1,3,2,62,1,0,10,15,1,2,24,3,0,5,14,1,4,0
"132",5110,"05110 - LACEPEDE","27 RUE LACEPEDE - 75005 PARIS",48.8438603532488,2.35190222528039,449,230,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,39,0,0,0,0,0,37,6,16,1,0,0,0,0,17,3,1,5,0,3,1,0,7,3,1,0,0,0,0,24,0,0,0,4,0,20,9,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,10,50,0,0,0,0,5,8,10,3,6,0,0,6,3,9,1,1,71,9,34,7,4,6,21,2,1,1,0,1,30,6,0,13,27,0,2,45,2,0,3,24,2,8,0
"133",6001,"06001 - INSTITUT","5 QUAI MALAQAIS - 75006 PARIS",48.8576156785647,2.33583135303774,214,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,3,4,1,0,10,0,0,0,0,0,21,0,216,3,0,0,0,0,31,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,3,46,1,0,0,0,0,0,1,4,3,0,0,1,1,4,0,2,49,0,16,4,3,0,4,0,0,0,0,0,14,1,6,3,2,0,0,17,3,0,2,18,0,0,0
"134",6002,"06002 - SAINT PÈRES","1 RUE SAINT BENOIT - 75006 PARIS",48.8554999843907,2.33344522003119,815,1198,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,18,256,0,0,0,0,0,103,289,57,7,0,0,2,43,28,0,0,24,36,16,10,0,60,21,0,0,0,0,0,15,10,120,42,3,0,0,5,3,0,1,6,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,2,0,22,97,1,0,0,0,2,15,30,15,24,0,0,2,5,25,0,16,228,47,57,7,0,7,15,0,2,0,1,0,26,16,3,20,13,0,1,48,1,0,5,39,1,6,0
"135",6003,"06003 - SAINT SULPICE","15 RUE DU VIEUX COLOMBIER - 75006 PARIS",48.8516478481427,2.33081707438869,543,676,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,311,0,0,0,0,0,0,41,1,10,0,0,4,0,20,0,1,18,3,1,1,0,0,2,0,0,0,6,0,17,4,51,54,5,0,46,20,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,3,0,1,0,20,119,1,0,0,0,2,2,7,6,13,0,0,4,3,11,0,5,92,20,33,16,1,0,12,0,1,1,2,0,27,7,7,8,36,1,9,28,0,0,5,23,0,2,0
"136",6004,"06004 - REGARD","19 RUE DU REGARD - 75006 PARIS",48.8475178294419,2.32697330558684,1018,1140,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,6,8,258,0,0,0,0,0,39,71,31,1,0,0,1,11,35,2,4,14,10,26,4,1,1,1,0,0,100,3,0,44,5,101,154,20,0,11,0,20,0,0,70,0,17,0,0,0,0,0,0,0,0,0,0,4,1,0,1,3,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,3,0,10,1,24,105,0,0,0,1,2,7,38,10,11,1,0,13,2,21,3,14,224,41,91,14,2,2,29,0,21,1,2,0,33,10,10,29,59,2,4,55,1,0,7,75,1,19,0
"137",6005,"06005 - MONTPARNASSE","40 RUE DU MONTPARNASSE - 75006 PARIS",48.8432954570368,2.32654113412794,801,2340,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,16,38,0,0,0,10,0,27,184,110,30,0,0,2,0,33,0,31,143,22,205,36,1,9,10,0,801,10,3,0,18,98,10,394,4,0,21,1,0,0,6,27,4,5,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,51,1,4,2,9,49,7,0,0,2,6,7,43,15,6,0,1,13,4,46,0,16,150,15,74,16,2,4,17,0,4,2,2,1,29,12,1,31,31,0,4,27,0,1,11,58,2,11,0
"138",6006,"06006 - NOTRE DAME DES CHAMPS","41 RUE NOTRE DAME DES CHAMPS - 75006 PARIS",48.8447992885877,2.32933775588718,881,861,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,125,20,0,0,4,0,23,53,70,7,0,0,23,0,6,3,7,18,27,18,0,0,12,5,1,0,0,0,0,32,6,1,207,29,20,0,41,0,0,1,78,1,7,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,4,0,12,49,5,0,0,2,4,6,25,14,12,0,1,10,3,16,2,9,213,50,75,8,4,9,17,2,8,0,0,1,42,12,2,35,48,1,1,56,1,0,8,89,2,6,0
"139",6007,"06007 - VAVIN","18 RUE BREA - 75006 PARIS",48.8427384782578,2.3297942217634,1018,1024,0,0,0,0,0,0,0,0,0,19,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,14,103,0,0,0,0,0,55,454,9,5,0,20,4,10,31,0,0,28,8,22,2,0,0,2,0,0,0,3,1,24,3,20,134,3,0,0,2,6,0,2,2,0,25,0,0,2,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,2,0,16,90,1,0,0,0,3,9,62,12,12,0,1,7,3,57,0,25,307,19,61,16,3,3,24,0,2,0,4,1,35,12,1,32,52,0,2,48,1,1,4,48,2,18,0
"140",6008,"06008 - ASSAS LUXEMBOURG","90 RUE D'ASSAS - 75006 PARIS",48.8437344687794,2.33342838187589,320,112,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,16,0,2,0,0,1,0,4,0,0,7,10,17,0,0,0,1,0,0,0,6,0,8,0,0,0,1,0,3,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,6,10,1,0,0,2,0,4,8,0,3,0,0,4,1,8,0,2,77,17,39,2,2,4,6,0,1,0,4,0,10,2,1,18,10,0,2,21,3,0,3,43,0,0,0
"141",6009,"06009 - GUYNEMER LUXEMBOURG","26 RUE GUYNEMER - 75006 PARIS",48.8467209825734,2.33239459292958,936,858,0,0,0,0,0,0,0,0,0,26,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,29,0,0,0,0,0,22,67,22,5,0,0,0,1,12,10,2,8,2,6,0,2,1,0,0,0,0,0,0,75,1,0,245,51,0,64,3,10,0,7,169,0,11,2,0,1,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,5,0,5,37,1,0,0,0,3,4,22,11,13,0,0,10,2,21,4,16,259,23,67,10,3,5,30,0,6,1,0,1,118,14,1,26,34,1,12,58,2,0,12,73,1,5,2
"142",6010,"06010 - MONTPARNASSE CHEVREUSE","5 RUE DE CHEVREUSE - 75006 PARIS",48.8417391612309,2.33155221673674,1101,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,32,40,0,0,0,0,20,46,108,11,10,0,500,1,1,3,10,7,5,24,307,0,0,4,1,0,0,1,6,0,47,1,0,96,19,0,3,2,1,0,1,21,3,17,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,3,0,15,3,20,45,2,0,0,1,4,9,39,10,18,0,2,18,9,17,1,24,229,60,77,19,8,6,34,0,3,2,6,0,70,11,0,43,93,0,2,105,1,0,7,46,2,23,0
"143",6012,"06012 - SAINT GERMAIN COPEAU","141 BD SAINT GERMAIN - 75006 PARIS",48.8533052775947,2.3344654618827,900,1205,0,0,0,0,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,34,429,0,0,0,0,0,46,251,60,0,0,0,1,0,70,0,0,13,2,3,5,0,0,1,0,4,0,23,0,47,3,10,10,6,0,10,50,0,0,10,25,0,51,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,7,1,4,0,16,138,1,0,0,0,4,5,53,8,9,0,0,6,3,21,0,9,224,17,50,14,3,5,17,0,4,0,3,0,74,17,1,11,28,0,3,63,0,0,5,42,0,18,0
"144",6013,"06013 - JACQUES CALLOT","1 RUE JACQUES CALLOT - 75006 PARIS",48.8552546877505,2.33753933406029,1101,1286,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,400,0,0,0,0,0,0,0,0,0,0,23,289,1,0,0,6,0,39,281,23,3,0,0,0,1,17,0,0,17,0,15,5,0,10,1,0,0,10,0,0,31,26,0,34,1,0,1,6,0,0,0,11,1,16,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,0,0,0,0,0,2,0,2,0,23,210,2,0,0,1,1,8,39,16,18,0,0,12,6,27,0,8,264,13,78,16,3,9,24,0,1,1,2,0,64,10,0,32,33,0,7,87,0,0,10,43,1,11,0
"145",6014,"06014 - PONT DE LODI DAUPHINE","7 RUE DU PONT DE LODI - 75006 PARIS",48.8552968986033,2.33994730756525,804,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,10,0,1,0,0,0,18,98,0,0,0,3,0,63,126,2,9,0,0,1,0,1,0,2,52,66,27,21,0,0,8,0,0,0,0,0,24,0,0,12,4,0,0,2,0,0,0,14,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,1,0,10,1,0,1,24,77,5,0,0,1,3,9,36,11,12,0,0,15,4,12,1,9,214,34,48,26,2,1,29,0,4,0,2,0,39,7,0,19,29,0,0,60,1,0,0,40,0,7,0
"146",6015,"06015 - MAZET SAINT ANDRE DES ARTS","10 RUE ANDRE MAZET - 75006 PARIS",48.8537510734679,2.33911372289969,831,941,0,0,0,0,0,0,0,0,0,29,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,154,0,0,0,0,0,50,314,33,1,0,0,55,11,13,0,0,65,16,23,11,0,6,2,0,0,0,0,0,12,31,20,10,1,0,20,21,0,0,0,2,6,19,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,1,1,0,17,109,0,0,0,0,1,10,87,15,28,0,1,10,4,24,0,3,176,45,44,18,2,3,16,0,0,0,3,0,42,15,1,13,29,0,3,42,2,0,5,25,3,14,0
"147",6016,"06016 - DANTON","11 RUE DANTON - 75006 PARIS",48.8523930093114,2.34144252246847,480,4544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,92,0,0,0,0,20,6,78,87,0,0,0,7,0,33,3,0,12,9,0,11,2,0,4,0,0,0,12,0,34,3,0,4058,13,0,0,0,10,0,2,29,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,2,0,6,31,0,0,0,0,1,1,15,13,8,0,1,8,1,10,1,6,97,40,18,6,4,1,6,0,0,1,6,0,58,2,1,24,31,0,2,21,1,0,5,36,2,5,0
"148",6017,"06017 - SENAT CONDE","34 RUE CONDE - 75006 PARIS",48.8495800021863,2.33784843717954,541,4025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3,0,7,39,0,0,0,0,10,60,121,63,2,50,0,3,0,7,1,0,12,3,3,6,3,6,3,0,0,0,9,0,19,0,3300,0,4,0,20,100,0,0,4,133,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,6,0,4,0,11,51,0,0,0,0,4,5,13,25,4,1,1,7,3,7,1,3,117,27,35,9,2,4,13,0,5,0,4,0,35,14,1,11,11,0,3,28,0,0,5,45,0,11,0
"149",6018,"06018 - MICHELET ASSAS","13 RUE MICHELET - 75006 PARIS",48.842540966044,2.3350678855655,635,837,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,10,0,0,0,6,44,1,1,0,0,0,3,8,0,1,8,4,8,13,0,8,1,0,0,0,0,0,17,2,3,643,1,0,3,0,0,0,0,5,1,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,19,1,3,4,9,19,0,2,0,1,1,3,14,6,12,0,0,8,7,17,0,7,135,26,46,16,5,5,27,0,1,0,1,0,31,12,2,35,32,1,3,41,0,0,2,52,3,11,0
"150",6020,"06020 - SAINT MICHEL DANTON","2 RUE DANTON - 75006 PARIS",48.8529304105913,2.34265739289121,808,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,59,20,0,0,0,0,43,204,40,25,0,0,34,0,19,0,6,13,22,24,39,0,1,11,0,0,0,1,0,70,6,0,12,13,0,50,9,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,5,0,19,72,4,1,0,0,5,10,57,18,14,1,1,14,2,16,0,7,160,69,51,18,2,3,13,1,1,0,2,0,96,10,1,25,22,0,5,43,0,0,4,21,2,1,0
"151",6021,"06021 - BONAPARTE BEAUX ARTS","17 RUE DES BEAUX ARTS - 75006 PARIS",48.8564374096868,2.33479762294837,471,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,96,0,0,0,0,0,40,5,27,8,0,0,0,0,0,0,0,5,0,3,7,0,1,0,0,0,0,0,0,26,1,1,300,0,1,30,6,0,0,0,26,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,11,67,0,0,0,0,2,4,8,9,11,0,0,1,1,4,0,0,123,6,30,5,1,3,9,0,2,0,1,0,43,5,1,18,14,1,4,39,1,0,1,28,0,3,1
"152",6022,"06022 - MARCHE SAINT GERMAIN - MABILLON","17 RUE LOBINEAU - 75006 PARIS",48.8516596929124,2.33550466500983,1175,1403,0,0,1,0,0,0,0,0,0,4,0,0,0,7,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,40,0,0,0,0,0,34,140,0,0,0,3,0,77,257,123,20,0,0,1,6,18,0,10,35,14,7,1,0,1,3,0,7,0,6,0,117,4,241,123,6,10,33,1,0,0,20,16,1,9,0,0,0,4,0,0,0,0,0,0,4,0,0,0,7,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,5,1,1,1,18,106,1,0,0,5,1,12,72,9,12,0,0,7,2,30,0,7,256,60,65,12,0,5,32,0,8,1,4,1,188,15,25,21,43,1,7,57,1,0,6,35,6,12,0
"153",6024,"06024 - SAINT GERMAIN DES PRES","55 RUE DES SAINTS PERES - 75006 PARIS",48.8539423091614,2.33015352476927,1332,3260,0,0,2,0,0,0,0,0,0,6,0,0,1,124,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,393,0,0,0,6,0,48,110,47,0,0,0,7,0,9,0,10,29,15,17,9,22,0,11,0,1,0,20,0,78,13,1,2149,7,0,1,4,0,0,3,77,0,6,1,0,1,3,0,0,0,0,0,0,1,0,0,2,13,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,7,0,3,1,29,162,2,1,0,3,1,8,26,11,17,0,0,15,2,45,0,17,368,20,79,21,20,8,17,0,3,0,2,1,118,17,3,35,29,0,6,63,3,0,7,122,5,4,1
"154",6025,"06025 - RENNES - ASSAS","16 RUE D'ASSAS - 75006 PARIS",48.8492084999386,2.32851454623001,427,241,0,0,0,0,0,0,0,1,0,23,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65,0,0,0,0,0,0,7,16,7,0,0,1,0,20,6,3,5,6,3,0,0,1,0,3,0,0,5,0,19,1,0,13,3,0,3,3,0,0,0,16,0,6,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,15,59,2,0,0,0,0,1,5,4,7,0,0,6,1,7,1,2,79,42,34,6,0,1,6,1,0,1,5,1,33,4,0,11,16,0,6,21,0,0,1,28,0,6,0
"155",6026,"06026 - SAINT PLACIDE CHERCHE MIDI","28 RUE SAINT PLACIDE - 75006 PARIS",48.8491399032183,2.32517538941275,1120,896,0,0,0,0,0,0,0,0,0,17,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64,1,26,204,0,0,0,0,10,23,136,5,1,0,0,7,3,13,0,4,20,0,13,0,1,4,10,0,0,0,3,1,24,15,0,118,2,100,1,0,0,0,0,13,4,39,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,2,5,0,0,0,0,0,0,17,2,22,1,35,152,3,0,0,1,4,5,34,19,19,0,0,18,5,44,0,11,233,8,102,22,2,5,32,0,0,1,4,1,46,19,0,25,46,2,9,53,1,0,6,54,6,22,0
"156",6027,"06027 - VAUGIRARD DESGOFFE","2 RUE BLAISE DESGOFFE - 75006 PARIS",48.8461298915485,2.32424057814409,1153,1008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,8,1,73,396,3,0,0,0,0,60,20,31,2,0,0,14,1,18,3,12,57,11,43,0,16,1,6,0,1,0,6,0,35,2,1,56,15,0,49,1,0,0,17,23,0,14,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,11,0,15,3,25,91,3,0,0,1,5,6,16,18,10,0,0,28,6,32,1,21,218,55,132,17,4,12,35,0,3,0,4,3,74,21,1,35,63,17,6,54,1,0,8,68,1,15,0
"157",6028,"06028 - ODEON QUATRE VENTS","6 RUE DES QUATRE VENTS - 75006 PARIS",48.8517513744589,2.33816169513405,1098,1058,0,0,0,0,0,0,0,0,0,50,0,0,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,17,195,0,0,0,0,0,79,265,59,35,0,0,6,50,27,0,6,19,11,4,67,0,9,0,0,0,0,0,0,44,10,0,0,23,0,0,0,1,0,0,21,0,46,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,4,0,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,7,0,4,1,29,175,2,0,0,1,5,11,64,15,19,0,0,11,8,27,0,9,282,29,55,18,4,4,21,0,3,0,2,0,61,13,0,22,49,0,3,52,3,0,4,47,3,18,0
"158",6029,"06029 - VAUGIRARD PRINCE","FACE 1 RUE DE VAUGIRARD - 75006 PARIS",48.8489229581858,2.34104050870596,506,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,0,0,10,0,0,60,116,4,9,0,0,1,10,6,0,1,33,6,59,6,6,2,0,0,1,0,0,0,13,10,0,16,2,53,0,2,0,0,0,2,0,5,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,5,45,3,0,1,0,1,9,42,7,10,0,0,6,5,10,0,5,135,10,31,6,4,7,13,0,3,0,2,1,24,9,0,12,24,2,2,24,1,0,5,18,1,11,0
"159",6030,"06030 - ASSAS-VAUGIRARD","22 RUE D'ASSAS - 75006 PARIS",48.8484688639545,2.32899674681117,540,1070,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,48,0,0,0,1,0,21,34,1,3,0,1,1,1,11,0,0,9,5,27,8,1,0,1,0,0,0,7,0,19,1,0,514,310,0,0,1,0,0,0,5,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,2,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,15,41,0,0,0,1,3,4,19,9,6,0,1,5,4,11,1,7,114,42,39,9,4,1,14,0,0,1,3,0,32,4,1,16,21,0,3,27,0,0,2,46,1,11,0
"160",6031,"06031 - SAINT MICHEL SARRAZIN","5 RUE PIERRE SARAZIN - 75006 PARIS",48.8508336544035,2.34219822806774,285,2244,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,379,0,0,0,0,0,23,82,0,7,0,0,0,0,40,0,11,3,2,16,0,103,0,1,0,0,0,0,0,2,1,6,1337,51,0,1,0,100,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,6,39,0,0,0,0,0,3,11,2,7,0,0,1,1,6,0,5,55,13,24,2,15,2,5,1,1,1,1,0,6,4,1,14,12,0,2,4,2,0,3,28,0,2,0
"161",6032,"06032 - RENNES SABOT","7 RUE DU SABOT - 75006 PARIS",48.8525574216674,2.33164772290665,843,990,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,27,338,0,0,0,0,20,22,172,19,44,0,0,0,0,43,0,3,19,28,12,1,1,3,7,0,0,0,50,10,58,9,0,13,15,0,0,2,0,0,0,20,0,32,0,0,0,1,0,0,0,0,0,0,3,0,0,0,7,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,5,0,2,0,20,117,2,0,0,1,3,5,22,13,15,0,0,6,3,21,0,8,208,50,34,7,4,6,18,0,1,1,2,1,97,7,0,14,43,0,2,45,0,0,2,28,1,11,0
