"P1";"P2";"P3";"P4";"P5";"P6";"time"
0,687512153388973;0,224995333857901;0,229402210571669;0,578463658789561;0,290045572824008;0,658319454927047;2017-03-08 04:40:00
0,694411412567137;0,225365093932734;0,228053685997647;0,583543576947047;0,288290140348307;0,655933999896571;2017-03-08 05:00:00
0,691931350524321;0,229648159062844;0,251747819959294;0,574356538790223;0,295854240362129;0,639834427548996;2017-03-08 05:20:00
0,69876951199238;0,22458905699306;0,244964923799977;0,557915631216601;0,303122469460008;0,639870404568903;2017-03-08 05:40:00
0,691076960756569;0,230282076929998;0,25302338424996;0,556851631496063;0,312187379206384;0,634770803630905;2017-03-08 06:00:00
0,687373438864937;0,222506892174928;0,244806228386408;0,555903999848921;0,308845631170848;0,62988530600205;2017-03-08 06:20:00
0,683946989241435;0,226272661730681;0,255741005202977;0,542049005197064;0,31389937660514;0,616507354949295;2017-03-08 06:40:00
0,67968065995765;0,22505441358603;0,261898149683861;0,522199336391474;0,317149841818429;0,600059051892467;2017-03-08 07:00:00
0,657067362748494;0,219287605264287;0,274243646375417;0,503254398504462;0,331737975185612;0,545786971130111;2017-03-08 07:20:00
0,636955799729026;0,229397635294688;0,307689711060575;0,464331525328145;0,336434115773765;0,505101162085951;2017-03-08 07:40:00
0,617700199453389;0,212377837595827;0,331720007755589;0,396395369352287;0,375763670596166;0,439609277532225;2017-03-08 08:00:00
0,581658845223034;0,19504856835912;0,376442055624116;0,329752561268064;0,403500251229678;0,3567789124134;2017-03-08 08:20:00
0,5460299560792;0,180511608782638;0,487631824798639;0,243005458348098;0,467027674918758;0,257929711628645;2017-03-08 08:40:00
0,547299427500622;0,157466331250528;0,602079200958908;0,184905796442247;0,563139202318137;0,222335721345411;2017-03-08 09:00:00
0,556139097314485;0,155262661315724;0,677575863516789;0,170863323649155;0,624538231794868;0,19068376859108;2017-03-08 09:20:00
0,58068695045839;0,156101177356316;0,72907052394274;0,162135132271019;0,681243043930573;0,183441668706249;2017-03-08 09:40:00
0,60194878260845;0,157599558813824;0,742704025398793;0,149758284851587;0,705160388677338;0,182950137500613;2017-03-08 10:00:00
0,59576822874635;0,155271165964016;0,741208320771922;0,158271119815042;0,715680111622999;0,169852157316229;2017-03-08 10:20:00
0,605873287478438;0,16121279460502;0,754687944646738;0,161482214566143;0,718195877764376;0,181777566478946;2017-03-08 10:40:00
0,610427210250373;0,167445132548523;0,746413357863708;0,160424357599022;0,721124392816444;0,182869844919259;2017-03-08 11:00:00
0,609050258276135;0,157865862368727;0,739359764021632;0,14827589551521;0,717955579478027;0,1759720131572;2017-03-08 11:20:00
0,604113632841323;0,161451709551804;0,734680098113678;0,154405644770989;0,719942574105611;0,18992973235084;2017-03-08 11:40:00
0,614264519183382;0,154908636023303;0,716163476535042;0,153365124770468;0,73028856028905;0,18601461568092;2017-03-08 12:00:00
0,6019761891981;0,150384933986998;0,677162470487307;0,150562247173952;0,710253192490916;0,207686209734976;2017-03-08 12:20:00
0,612995664237218;0,160828240212152;0,68961188098087;0,154655953845624;0,722688759430408;0,215002342649601;2017-03-08 12:40:00
0,617608640379311;0,145185669691261;0,68047698363982;0,155395333183514;0,71831489842855;0,22280730003859;2017-03-08 13:00:00
0,617346484285847;0,146777169826317;0,667682480470532;0,151942745639352;0,725807224049418;0,217300898263675;2017-03-08 13:20:00
0,608474846281134;0,142078029894411;0,683080073619816;0,148611073448435;0,726179988539896;0,221362465609532;2017-03-08 13:40:00
0,623958869593473;0,137856018783753;0,702938293975552;0,141445598044646;0,74388480400809;0,221036951854168;2017-03-08 14:00:00
