"P1";"P2";"P3";"P4";"time"
0,245048857018561;0,641090611142639;0,70051716536698;0,21273072884289;2017-03-10 01:00:00
0,243949803324968;0,63453975103782;0,69104942573847;0,222772355107016;2017-03-10 01:20:00
0,239060762891851;0,647044784670606;0,694769212061355;0,22801995611047;2017-03-10 01:40:00
0,245564179133474;0,641909790474263;0,687907823125768;0,235623281563323;2017-03-10 02:00:00
0,236869254001282;0,640151484269452;0,685755543589398;0,240272526233719;2017-03-10 02:20:00
0,244124905004354;0,638161619001357;0,677157148400349;0,24762990833125;2017-03-10 02:40:00
0,240177392946676;0,619685118676827;0,656730967652115;0,248488093716936;2017-03-10 03:00:00
0,230424584797529;0,619417867974206;0,662126383139704;0,252440623399529;2017-03-10 03:20:00
0,238983750484228;0,650925265977422;0,656241848939313;0,266102802653199;2017-03-10 03:40:00
0,241371835927698;0,647376067684701;0,654217936192231;0,270441055666113;2017-03-10 04:00:00
0,23461927957851;0,637957439342837;0,658422192191321;0,277565879840245;2017-03-10 04:20:00
0,241080520320712;0,641933226643033;0,646228960015701;0,28410646917469;2017-03-10 04:40:00
0,238683115123802;0,642159826972925;0,647814526897938;0,283726966967991;2017-03-10 05:00:00
0,238103788721896;0,636162515693543;0,647007085641989;0,284469356293386;2017-03-10 05:20:00
0,24233578978512;0,631498911420114;0,648193259403091;0,279608396381028;2017-03-10 05:40:00
0,24979637959308;0,626057990697301;0,645356993049508;0,283714757089568;2017-03-10 06:00:00
